timestamp,elapsed_s,battery,intake_air_temp,coolant_temp,rpm,load
2026-08-15T18:19:26.282+00:00,0.563,13.484,23.7,58.5,1110.0,3.55
2026-08-15T18:19:27.896+00:00,2.178,13.484,23.05,58.5,1200.0,3.8
2026-08-15T18:19:29.478+00:00,3.760,13.484,23.05,58.5,1210.0,3.85
2026-08-15T18:19:31.077+00:00,5.358,13.484,23.05,58.5,1110.0,2.65
2026-08-15T18:19:32.659+00:00,6.941,13.348,23.7,58.5,610.0,1.3
2026-08-15T18:19:45.324+00:00,19.605,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:46.858+00:00,21.140,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:48.409+00:00,22.690,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:49.975+00:00,24.257,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:51.525+00:00,25.807,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:53.060+00:00,27.341,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:54.610+00:00,28.892,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:56.160+00:00,30.442,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:57.711+00:00,31.992,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:19:59.261+00:00,33.543,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:20:00.811+00:00,35.093,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:20:02.362+00:00,36.643,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:20:03.896+00:00,38.178,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:20:05.430+00:00,39.712,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:20:06.965+00:00,41.247,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:20:08.515+00:00,42.797,0.0,-33.5,-32.5,0.0,0.0
2026-08-15T18:20:10.065+00:00,44.347,0.0,-33.5,-32.5,0.0,0.0
