timestamp,elapsed_s,battery,intake_air_temp,coolant_temp,rpm,load
2026-08-09T20:43:14.857+00:00,0.591,13.416,23.050,52.000,900.000,2.800
2026-08-09T20:43:15.704+00:00,1.438,13.484,23.050,52.000,920.000,2.700
2026-08-09T20:43:16.487+00:00,2.221,13.484,23.050,52.000,920.000,2.700
2026-08-09T20:43:17.335+00:00,3.069,13.484,23.050,52.000,900.000,2.750
2026-08-09T20:43:18.198+00:00,3.932,13.484,23.050,52.000,900.000,2.800
2026-08-09T20:43:19.013+00:00,4.747,13.484,23.050,52.000,900.000,2.750
2026-08-09T20:43:19.876+00:00,5.610,13.552,23.050,52.000,930.000,2.700
2026-08-09T20:43:20.723+00:00,6.457,13.552,23.050,52.000,880.000,2.750
2026-08-09T20:43:21.570+00:00,7.304,13.484,23.050,52.000,920.000,2.700
2026-08-09T20:43:22.417+00:00,8.151,13.484,23.050,52.000,890.000,2.750
2026-08-09T20:43:23.280+00:00,9.014,13.552,23.050,52.000,880.000,2.800
2026-08-09T20:43:24.143+00:00,9.877,13.484,23.050,52.000,880.000,2.750
2026-08-09T20:43:24.990+00:00,10.724,13.552,23.050,52.000,900.000,2.750
2026-08-09T20:43:25.838+00:00,11.572,13.484,23.050,52.000,900.000,2.750
2026-08-09T20:43:26.685+00:00,12.419,13.484,23.050,52.650,910.000,2.700
2026-08-09T20:43:27.484+00:00,13.218,13.552,23.050,52.650,890.000,2.750
2026-08-09T20:43:28.283+00:00,14.017,13.552,23.050,52.650,910.000,2.750
2026-08-09T20:43:29.130+00:00,14.864,13.484,23.700,52.650,880.000,2.800
2026-08-09T20:43:29.945+00:00,15.679,13.484,23.700,52.650,880.000,2.800
2026-08-09T20:43:30.776+00:00,16.510,13.484,23.700,52.650,880.000,2.850
2026-08-09T20:43:31.591+00:00,17.325,13.484,23.700,52.650,900.000,2.750
2026-08-09T20:43:32.406+00:00,18.141,13.552,23.700,52.650,900.000,2.750
2026-08-09T20:43:33.237+00:00,18.971,13.552,23.700,52.650,880.000,2.800
2026-08-09T20:43:34.084+00:00,19.819,13.484,23.700,52.650,910.000,2.750
2026-08-09T20:43:34.948+00:00,20.682,13.484,23.700,52.650,890.000,2.800
2026-08-09T20:43:35.795+00:00,21.529,13.484,23.700,52.650,900.000,2.750
2026-08-09T20:43:36.578+00:00,22.312,13.552,23.700,52.650,920.000,2.700
2026-08-09T20:43:37.409+00:00,23.143,13.484,23.700,52.650,880.000,2.750
2026-08-09T20:43:38.256+00:00,23.990,13.484,23.700,52.650,920.000,2.750
2026-08-09T20:43:39.071+00:00,24.805,13.552,23.700,53.300,920.000,2.750
2026-08-09T20:43:39.902+00:00,25.636,13.552,23.700,53.300,920.000,2.700
2026-08-09T20:43:40.765+00:00,26.499,13.484,23.700,53.300,890.000,2.750
2026-08-09T20:43:41.597+00:00,27.331,13.484,23.700,53.300,880.000,2.800
2026-08-09T20:43:42.412+00:00,28.146,13.416,23.700,53.300,910.000,2.750
2026-08-09T20:43:43.274+00:00,29.009,13.552,23.700,53.300,910.000,2.750
2026-08-09T20:43:44.138+00:00,29.872,13.620,23.700,53.300,920.000,2.750
2026-08-09T20:43:44.953+00:00,30.687,13.484,23.700,53.300,900.000,2.800
2026-08-09T20:43:45.816+00:00,31.550,13.552,23.700,53.300,880.000,2.800
